District,Code,Party,first_name,last_name,First Elected,Birth Year,Gender,Race/ Ethnicity,Religion,LGBTQ,Pre-2020 Incumbent,biden_2020,trump_2020,dem_house_2020,rep_house_2020,white_%,black_%,latino_%,asian_%,native_%
Ohio's 15th,OH-15,Republican,Steve,Stivers,2010,1965,Man,White - Non-Hispanic,Christian - Protestant - Methodist,No,Won,42.16231035,56.32658034,36.56683909,63.41359711,91.44483887,4.049749603,1.468533289,1.400834946,0.1432080335
Ohio's 16th,OH-16,Republican,Anthony,Gonzalez,2018,1984,Man,Hispanic - Cuban,Christian - Roman Catholic,No,Won,42.2448369,56.47895237,36.80858239,63.19141761,93.43373115,2.105839777,1.811291612,1.505069282,0.1616422856
Oklahoma's 1st,OK-01,Republican,Kevin,Hern,2018 Special,1961,Man,White - Non-Hispanic,Christian - Protestant,No,Won,37.30573786,60.11318686,32.68270581,63.70148239,73.04396975,8.475458224,5.046517679,1.842763967,5.583915739
Oklahoma's 2nd,OK-02,Republican,Markwayne,Mullin,2012,1977,Man,Native American - Cherokee Nation,Christian - Evangelical Protestant - Pentecostal,No,Won,22.14677794,76.09842554,21.99863444,75.04011756,69.44622222,3.459555556,2.806222222,0.5075555556,15.64177778
Oklahoma's 3rd,OK-03,Republican,Frank,Lucas,1994 Special,1960,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Won,23.14993983,74.58194946,21.50896894,78.49103106,79.83805238,3.96718523,5.739927,0.9621177221,5.422764804
Oklahoma's 4th,OK-04,Republican,Tom,Cole,2002,1949,Man,Native American - Chickasaw,Christian - Protestant - Methodist,No,Won,32.26610405,65.33380566,28.77579066,67.78768156,75.53579552,6.521384614,5.982370461,1.864233664,4.603936177
Oklahoma's 5th,OK-05,Republican,Stephanie,Bice,2020,1973,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Lost,45.88035071,51.47243855,47.93762691,52.06237309,67.39163884,13.89937278,7.559260365,2.32606551,4.227646691
Oregon's 1st,OR-01,Democratic,Suzanne,Bonamici,2012 Special,1954,Woman,White - Non-Hispanic,Jewish,No,Won,63.25800325,34.04950908,64.59483495,35.20946991,80.85818781,1.637219046,8.039286389,5.943611669,0.5151187349
Oregon's 2nd,OR-02,Republican,Cliff,Bentz,2020,1952,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Open - Retired,42.07606013,55.61373411,36.91928654,59.86341169,86.99470855,0.5933086121,7.486354735,1.023290696,1.65159785
Oregon's 3rd,OR-03,Democratic,Earl,Blumenauer,1996 Special,1948,Man,White - Non-Hispanic,Unknown/Refused,No,Won,74.33772005,23.45982134,73.02223564,23.50023167,78.87906806,4.548083581,6.313388457,6.297910472,0.7282799071
Oregon's 4th,OR-04,Democratic,Peter,DeFazio,1986,1947,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,50.66629579,46.68126091,51.51751638,46.20027581,88.60943285,0.7009703882,4.893886473,1.598761001,1.001040566
Oregon's 5th,OR-05,Democratic,Kurt,Schrader,2008,1951,Man,White - Non-Hispanic,Christian - Protestant - Episcopalian,No,Won,53.56172653,43.90302272,51.88668408,45.15051497,84.06912081,0.9569786087,8.973593531,2.483709188,0.8205110709
Pennsylvania's 1st,PA-01,Republican,Brian,Fitzpatrick,2016,1973,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,52.39313592,46.5549436,43.44218312,56.55781688,87.57041664,3.621692974,3.404168293,4.360719133,0.1180582669
Pennsylvania's 2nd,PA-02,Democratic,Brendan,Boyle,2014,1977,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,70.14452088,29.11647876,72.53571141,27.46428859,45.73748854,25.69799192,20.7810658,6.175377082,0.2105814668
Pennsylvania's 3rd,PA-03,Democratic,Dwight,Evans,2016,1954,Man,Black - African-American,Christian - Protestant - Baptist,No,Won,91.29131886,8.102207838,91.03013221,8.969867787,34.22377081,55.74732824,3.736416102,4.24780992,0.2547965679
Pennsylvania's 4th,PA-04,Democratic,Madeleine,Dean,2018,1959,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,61.53009064,37.42909344,59.52744605,40.47255395,82.29514275,9.115684093,2.96996663,4.286243975,0.09733036707
Pennsylvania's 5th,PA-05,Democratic,Mary Gay,Scanlon,2018 Special,1959,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,65.13942353,34.01657368,64.69674547,35.30325453,69.60524547,21.77005933,2.944338844,4.41410825,0.09984063898
Pennsylvania's 6th,PA-06,Democratic,Chrissy,Houlahan,2018,1967,Woman,White - Non-Hispanic,Unknown/Refused,No,Won,56.93319428,41.86246243,56.05422239,43.94577761,81.17895389,5.895737718,9.26237921,2.479714944,0.07939735471
Pennsylvania's 7th,PA-07,Democratic,Susan,Wild,2018 Special,1957,Woman,White - Non-Hispanic,Jewish,No,Won,51.81484428,47.00238686,51.87445995,48.12554005,77.53286073,5.181103234,13.67597105,2.288251366,0.1181509378
Pennsylvania's 8th,PA-08,Democratic,Matt,Cartwright,2012,1961,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,47.28828485,51.70544418,51.77069731,48.22930269,85.94188619,4.783328066,7.214961611,1.063374914,0.1041066349
Pennsylvania's 9th,PA-09,Republican,Dan,Meuser,2018,1964,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,34.07022432,64.5446987,33.66965216,66.33034784,91.61982029,2.349364538,4.502648882,0.7861196809,0.1034368001
Pennsylvania's 10th,PA-10,Republican,Scott,Perry,2012,1962,Man,White - Non-Hispanic,Christian - Evangelical Protestant - United Brethren,No,Won,47.81245119,50.72548832,46.68762792,53.31237208,81.10139158,9.513678367,5.690492713,2.122064356,0.1123123562
Pennsylvania's 11th,PA-11,Republican,Lloyd,Smucker,2016,1964,Man,White - Non-Hispanic,Christian - Protestant - Lutheran,No,Won,38.33650823,60.161481,36.8763699,63.1236301,88.7113912,2.900926978,6.197559814,1.315355586,0.08243872055
Pennsylvania's 12th,PA-12,Republican,Fred,Keller,2019 Special,1965,Man,White - Non-Hispanic,Christian - Protestant - United Church of Christ,No,Won,31.22941297,67.32467894,29.15611021,70.84388979,94.26647087,2.113020777,1.852859059,0.8303419268,0.1495703252
Pennsylvania's 13th,PA-13,Republican,John,Joyce,2018,1957,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,27.23332909,71.5797514,26.51255073,73.48744927,94.232344,2.561279639,1.757865813,0.4467454006,0.07278947464
Pennsylvania's 14th,PA-14,Republican,Guy,Reschenthaler,2018,1983,Man,White - Non-Hispanic,Christian - Protestant,No,Won,35.73610472,63.19963165,35.30391207,64.69608793,94.48356702,2.917812542,0.9900365177,0.5554303232,0.04237861233
Pennsylvania's 15th,PA-15,Republican,Glenn,Thompson,2008,1959,Man,White - Non-Hispanic,Christian - Protestant,No,Won,27.52251088,71.18948915,26.54072798,73.45927202,95.59041648,2.035542371,1.203854518,0.3867257523,0.1228422978
Pennsylvania's 16th,PA-16,Republican,Mike,Kelly,2010,1948,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,40.01680394,58.68460924,40.66148849,59.33851151,92.46713572,4.062210702,1.730235142,0.5915571191,0.1277541196
Pennsylvania's 17th,PA-17,Democratic,Conor,Lamb,2018 Special,1984,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,50.73408154,48.01580394,51.14708299,48.85291701,90.97195925,5.359300334,1.13515463,1.41195564,0.07573708412
Pennsylvania's 18th,PA-18,Democratic,Mike,Doyle,1994,1953,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,64.50477293,34.39599798,69.24816589,30.75183411,77.88246134,16.54050441,1.840945223,1.889723949,0.1083971672
Rhode Island's 1st,RI-01,Democratic,David,Cicilline,2010,1961,Man,White - Non-Hispanic,Jewish,Gay,Won,63.93002182,34.61113342,70.82551595,0,77.00684143,6.534924925,11.94211295,2.427479534,0.4177282309
Rhode Island's 2nd,RI-02,Democratic,Jim,Langevin,2000,1964,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,55.97486807,42.53813493,58.24302513,41.53887442,84.38792879,3.535886891,8.131545926,2.339450111,0.3006622023
South Carolina's 1st,SC-01,Republican,Nancy,Mace,2020,1977,Woman,White - Non-Hispanic,Christian - Protestant - Nondenominational,No,Lost,46.13909456,52.08398621,49.31434686,50.58216716,75.30711575,18.07941352,3.515081307,1.475711705,0.2446551918
South Carolina's 2nd,SC-02,Republican,Joe,Wilson,2001 Special,1947,Man,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Won,43.55515366,54.86182471,42.58967917,55.65805911,70.54894733,23.48559702,2.918598465,1.360492513,0.300220415
South Carolina's 3rd,SC-03,Republican,Jeff,Duncan,2010,1966,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Won,30.53581127,68.053044,28.69374393,71.21391997,77.68703571,18.43661634,2.150970525,0.6518092499,0.1658279415
South Carolina's 4th,SC-04,Republican,William,Timmons,2018,1984,Man,White - Non-Hispanic,Christian - Protestant - Episcopalian,No,Won,38.85367878,59.33594859,36.89446679,61.60754403,74.15374578,19.19231655,3.569235493,1.698265275,0.1909349094
South Carolina's 5th,SC-05,Republican,Ralph,Norman,2017 Special,1953,Man,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Won,41.01952637,57.64345672,39.85687685,60.06858553,68.46681189,26.63913171,2.496063066,0.8213339368,0.3969937858
South Carolina's 6th,SC-06,Democratic,Jim,Clyburn,1992,1940,Man,Black - African-American,Christian - Protestant - African Methodist Episcopal,No,Won,67.01735638,31.77993416,68.17709466,30.81549302,39.42518302,56.07178799,2.147917201,0.6896619768,0.2871124968
South Carolina's 7th,SC-07,Republican,Tom,Rice,2012,1957,Man,White - Non-Hispanic,Christian - Protestant - Episcopalian,No,Won,40.20104907,58.81068792,38.13964091,61.79581478,68.69549319,27.32882348,1.816436603,0.7706371698,0.5430112442
South Dakota's At-Large,SD-AL,Republican,Dusty,Johnson,2018,1976,Man,White - Non-Hispanic,Christian - Protestant,No,Won,35.60525214,61.76938967,0,80.95501493,87.4080311,1.05523249,2.274140115,0.6547005453,6.984521683
Tennessee's 1st,TN-01,Republican,Diana,Harshbarger,2020,1960,Woman,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Open - Retired,22.11950175,76.18315147,22.46621898,74.70982866,94.60341073,2.112215362,1.486705679,0.4185000314,0.252713081
Tennessee's 2nd,TN-02,Republican,Tim,Burchett,2018,1964,Man,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Won,34.49646091,63.58696105,31.05462391,67.64128801,89.98528025,5.781248623,1.759318837,1.021568403,0.2679523679
Tennessee's 3rd,TN-03,Republican,Chuck,Fleischmann,2010,1962,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,32.91428163,65.33005164,30.49869029,67.30305121,85.3588696,10.44941214,1.916112112,0.8188970759,0.3006190791
Tennessee's 4th,TN-04,Republican,Scott,DesJarlais,2010,1964,Man,White - Non-Hispanic,Christian - Protestant - Episcopalian,No,Won,30.66713297,67.52020803,33.33472342,66.66527658,85.09482705,8.974845041,2.885810769,1.080966698,0.2839080561
Tennessee's 5th,TN-05,Democratic,Jim,Cooper,"2002, 1982-1994",1954,Man,White - Non-Hispanic,Christian - Protestant - Episcopalian,No,Won,60.29676827,36.72378164,99.99444817,0,68.02801421,25.02384478,3.2928502,1.907582185,0.2289098622
Tennessee's 6th,TN-06,Republican,John,Rose,2018,1965,Man,White - Non-Hispanic,Christian - Protestant,No,Won,25.59607219,72.69745223,23.98663531,73.68083804,92.07149484,4.216340178,1.697214782,0.6284683928,0.2958528089
Tennessee's 7th,TN-07,Republican,Mark,Green,2018,1964,Man,White - Non-Hispanic,Christian - Protestant,No,Won,31.32865078,66.88737398,27.33298159,69.92684701,83.47156821,10.1633847,3.33725742,1.309218037,0.3130351027
Tennessee's 8th,TN-08,Republican,David,Kustoff,2016,1966,Man,White - Non-Hispanic,Jewish,No,Won,33.21173175,65.38385695,29.49800062,68.46887025,76.4048327,19.48323234,1.731341037,1.155481953,0.2455869622
Tennessee's 9th,TN-09,Democratic,Steve,Cohen,2006,1949,Man,White - Non-Hispanic,Jewish,No,Won,78.54384057,19.84753574,77.36536561,20.09963768,28.25829622,67.36687934,2.030416115,1.18173428,0.1253962522
Texas' 1st,TX-01,Republican,Louie,Gohmert,2004,1953,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Won,27.23863134,71.57467559,27.42136869,72.57863131,70.31816073,18.59507803,8.948578987,0.9466836458,0.3356334093
Texas' 2nd,TX-02,Republican,Dan,Crenshaw,2018,1984,Man,White - Non-Hispanic,Christian - Protestant - Methodist,No,Won,48.63231425,49.93065979,42.79286814,55.613943,57.41024702,12.56393261,21.75934628,6.608430696,0.2433643639
Texas' 3rd,TX-03,Republican,Van,Taylor,2018,1972,Man,White - Non-Hispanic,Christian - Protestant - Episcopalian,No,Won,48.73833849,49.78343316,42.87192032,55.0685514,67.62047912,10.00149374,9.917471106,10.41133745,0.388371268
Texas' 4th,TX-04,Republican,Pat,Fallon,2020,1967,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Vacant - Resigned,24.38736396,74.43790697,22.59482598,75.1435008,78.71298384,10.73871279,7.502699835,0.8146871033,0.6612227885
Texas' 5th,TX-05,Republican,Lance,Gooden,2018,1982,Man,White - Non-Hispanic,Christian - Restorationist,No,Won,37.94459427,60.85417167,35.92665105,61.99284627,65.43469614,16.48140007,14.84854194,1.513533882,0.4762502878
Texas' 6th,TX-06,Vacant (R),,,,,,,,,Won,47.81496971,50.82034776,43.9804466,52.79741876,57.08336126,20.50378654,15.99345135,4.405020632,0.3034974006
Texas' 7th,TX-07,Democratic,Lizzie,Fletcher,2018,1975,Woman,White - Non-Hispanic,Christian - Protestant - Methodist,No,Won,53.55292784,45.0869928,50.78519698,47.45053721,54.89439793,14.27441155,20.03582339,9.245950638,0.1912045889
Texas' 8th,TX-08,Republican,Kevin,Brady,1996,1955,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,28.12270021,70.56316935,25.46833616,72.50928829,73.06721014,9.193212529,13.83633866,2.241814718,0.3198794914
Texas' 9th,TX-09,Democratic,Al,Green,2004,1947,Man,Black - African-American,Christian - Protestant - Southern Baptist,No,Won,75.73915399,23.26006706,75.48350771,21.63836112,15.7628974,47.01444226,24.76253252,11.38196071,0.2000965171
Texas' 10th,TX-10,Republican,Michael,McCaul,2004,1962,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,48.4324024,50.04582647,45.34639304,52.48107003,63.51007684,11.36481719,19.03433692,4.491964961,0.207826301
Texas' 11th,TX-11,Republican,August,Pfluger,2020,1978,Man,White - Non-Hispanic,Christian - Protestant,No,Open - Retired,19.66946754,79.12401849,18.29984269,79.70854054,63.93035999,3.756448586,30.28359631,0.6639567674,0.3763050429
Texas' 12th,TX-12,Republican,Kay,Granger,1996,1943,Woman,White - Non-Hispanic,Christian - Protestant - Methodist,No,Won,37.8974732,60.47357362,33.03625678,63.71651758,70.78052943,8.529721486,15.87112822,2.776063038,0.4221286176
Texas' 13th,TX-13,Republican,Ronny,Jackson,2020,1967,Man,White - Non-Hispanic,Christian - Restorationist,No,Open - Retired,19.44357432,79.17130235,18.45540167,79.38488088,72.49427219,5.508884476,18.62328802,1.360419531,0.5783819561
Texas' 14th,TX-14,Republican,Randy,Weber,2012,1953,Man,White - Non-Hispanic,Christian - Protestant - Baptist,No,Won,39.56809408,59.03973636,38.35918671,61.64081329,57.71422521,20.97202703,17.52690449,2.487341894,0.2541247136
Texas' 15th,TX-15,Democratic,Vicente,González,2016,1967,Man,Hispanic,Christian - Roman Catholic,No,Won,50.39844493,48.51813829,50.50083655,47.62293757,22.10212939,2.449814082,73.76702256,1.123877617,0.1817334019
Texas' 16th,TX-16,Democratic,Veronica,Escobar,2018,1969,Woman,Hispanic,Christian - Roman Catholic,No,Won,66.43160778,32.00477554,64.72026004,35.27973996,17.45057336,4.238313555,75.98548006,1.251068459,0.2997235882
Texas' 17th,TX-17,Republican,Pete,Sessions,2020,1955,Man,White - Non-Hispanic,Christian - Protestant - Methodist,No,Open - Retired,43.60797435,54.60565504,40.91757828,55.85046583,64.1387231,12.86219946,18.11420933,3.195074652,0.2202850526
Texas' 18th,TX-18,Democratic,Sheila,Jackson Lee,1994,1950,Woman,Black - Jamaican,Christian - Protestant - Seventh-Day Adventist,No,Won,75.67613899,22.99071904,73.29107515,23.50513376,22.8169319,44.97888925,26.81065281,4.183176356,0.1309949118
Texas' 19th,TX-19,Republican,Jodey,Arrington,2016,1972,Man,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Won,26.32012592,72.23745271,22.85702428,74.77702489,61.17117471,6.090776852,30.09907218,1.061487655,0.4324579336
Texas' 20th,TX-20,Democratic,Joaquin,Castro,2012,1974,Man,Hispanic - Mexican,Christian - Roman Catholic,No,Won,63.70871984,34.73578538,64.67053039,33.10690263,25.74126174,5.537170378,65.01740499,2.336560011,0.185971103
Texas' 21st,TX-21,Republican,Chip,Roy,2018,1972,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Won,47.8788826,50.56579773,45.35096419,51.95371901,67.57742266,3.548083548,24.70047554,2.412159097,0.143670918
Texas' 22nd,TX-22,Republican,Troy,Nehls,2020,1968,Man,White - Non-Hispanic,Christian - Protestant,No,Open - Retired,48.90151084,49.82609232,44.60210563,51.52800651,47.61215364,14.64319748,20.73651224,15.41837707,0.278551532
Texas' 23rd,TX-23,Republican,Tony,Gonzales,2020,1980,Man,Hispanic - Mexican,Christian - Roman Catholic,No,Open - Retired,48.46335463,50.25065143,46.60339745,50.56404147,30.81140351,3.811361336,62.86373988,1.323169703,0.3753373819
Texas' 24th,TX-24,Republican,Beth,Van Duyne,2020,1970,Woman,White - Non-Hispanic,Christian - Protestant - Episcopalian,No,Open - Retired,51.94436535,46.49766895,47.47559015,48.80806695,60.63371688,12.32339327,15.40424159,9.29095108,0.3660713385
Texas' 25th,TX-25,Republican,Roger,Williams,2012,1949,Man,White - Non-Hispanic,Christian - Protestant - Disciples of Christ,No,Won,44.43744847,54.03517977,42.10605225,55.92760779,73.61731364,7.385778083,14.2924298,2.522193495,0.3173082139
Texas' 26th,TX-26,Republican,Michael,Burgess,2002,1950,Man,White - Non-Hispanic,Christian - Protestant - Episcopalian,No,Won,42.14940286,56.2569274,37.25206205,60.60941892,72.3658403,8.227165904,12.7798491,4.381283904,0.3949251674
Texas' 27th,TX-27,Republican,Michael,Cloud,2018 Special,1975,Man,White - Non-Hispanic,Christian - Protestant,No,Won,37.47055555,61.23729452,34.93685339,63.05694722,46.15452177,5.305891423,46.34286774,1.168135375,0.2547062096
Texas' 28th,TX-28,Democratic,Henry,Cuellar,2004,1955,Man,Hispanic - Mexican,Christian - Roman Catholic,No,Won,51.59306485,47.24629119,58.29870592,38.97703567,23.30678484,5.503323552,69.06162046,1.051559974,0.1113839152
Texas' 29th,TX-29,Democratic,Sylvia,Garcia,2018,1950,Woman,Hispanic - Mexican,Christian - Roman Catholic,No,Won,65.94797616,32.86379439,71.13367801,27.37852537,16.67927869,16.07390168,64.18709576,2.227330487,0.2598552235
Texas' 30th,TX-30,Democratic,Eddie Bernice,Johnson,1992,1935,Woman,Black - African-American,Christian - Protestant - Baptist,No,Won,79.83527183,18.89750164,77.4880513,18.40893278,21.68244922,52.07922701,22.79544091,2.022452652,0.1928185791
Texas' 31st,TX-31,Republican,John,Carter,2002,1941,Man,White - Non-Hispanic,Christian - Protestant - Lutheran,No,Won,47.59738238,50.43865936,44.28838081,53.43330227,62.94995765,11.25070582,19.53698475,3.707298137,0.2673277809
Texas' 32nd,TX-32,Democratic,Colin,Allred,2018,1983,Man,Black - African-American,Christian - Protestant - Methodist,No,Won,54.43614032,44.01494742,51.94901175,45.93336379,62.17634958,12.98148542,15.26667275,7.415964896,0.3080695994
Texas' 33rd,TX-33,Democratic,Marc,Veasey,2012,1971,Man,Black - African-American,Christian - Protestant - Southern Baptist,No,Won,72.99215586,25.63434252,66.82296359,25.15005774,24.87262203,24.34502095,47.05297115,2.407368326,0.278874853
Texas' 34th,TX-34,Democratic,Filemón,Vela,2012,1963,Man,Hispanic - Mexican,Christian - Roman Catholic,No,Won,51.53015671,47.52004093,55.43484209,41.84462784,19.13605361,1.607036018,78.43604164,0.4618882374,0.1507718081
Texas' 35th,TX-35,Democratic,Lloyd,Doggett,1994,1946,Man,White - Non-Hispanic,Christian - Protestant - Methodist,No,Won,67.70398195,30.51534744,65.37248376,29.94658947,34.30494809,10.33649377,52.3419536,1.491179147,0.2005851215
Texas' 36th,TX-36,Republican,Brian,Babin,2014,1948,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Won,26.89605488,71.91232927,24.26648245,73.61187775,69.96439671,9.690585782,17.09547976,1.672961171,0.3639010189
Utah's 1st,UT-01,Republican,Blake,Moore,2020,1980,Man,White - Non-Hispanic,Christian - Mormon,No,Open - Retired,31.58788021,64.18685796,30.43484611,69.51578935,86.39640095,1.018045797,8.504271344,1.600363949,0.9108830814
Utah's 2nd,UT-02,Republican,Chris,Stewart,2012,1960,Man,White - Non-Hispanic,Christian - Mormon,No,Won,40.22292942,56.10165279,36.63275216,59.00136637,84.8254614,0.9352596891,8.991654452,2.736980647,0.958192496
Utah's 3rd,UT-03,Republican,John,Curtis,2017 Special,1960,Man,White - Non-Hispanic,Christian - Mormon,No,Won,35.18953962,60.27421391,26.7650525,68.72539541,88.47311172,0.4950696351,5.987597845,1.957913998,1.420148419
Utah's 4th,UT-04,Republican,Burgess,Owens,2020,1951,Man,Black - African-American,Christian - Mormon,No,Lost,43.27936129,52.42587741,46.69736947,47.69675895,83.06449169,1.218120297,9.874248775,3.601838291,0.7242058482
Vermont's At-Large,VT-AL,Democratic,Peter,Welch,2006,1947,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,66.43756532,30.83674888,67.3061152,27.00676649,94.9684136,0.8925051802,1.511093142,0.986506292,0.3194016273
Virginia's 1st,VA-01,Republican,Rob,Wittman,2007 Special,1959,Man,White - Non-Hispanic,Christian - Protestant - Episcopalian,No,Won,47.04937502,51.42590222,41.70731272,58.14966375,72.24844764,16.7365849,5.8529878,2.650178226,0.3485693767
Virginia's 2nd,VA-02,Democratic,Elaine,Luria,2018,1975,Woman,White - Non-Hispanic,Jewish,No,Won,51.44999531,46.74123628,51.55283296,45.80669873,67.12495602,19.46917824,5.868449304,4.644239357,0.2553068644
